,Rock,Indie,Pop,Romantic,Folk,Grunge,Jazz,Classic,New Wave,Rap,Hip Hop,Metal,Heavy Metal,Country,Hardcore,Rockabilly,Blues,R&B,Soul,Dance,Gospel,Funk,Emocore,Punk,Psychedelic music,Classic Rock,House,Electronica,Progressive Music,Trip-Hop,Disco,Soundtack,Reggae,Surf Music,Children's music,Industrial,Trance,Ska,Instrumental,Chillout,Tropical House,Post-Rock,Lo-fi,Black Music,Reggaeton,World Music
glamours,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
hanky,2.0,,2.0,,,,1.0,,,4.0,4.0,,,,,,1.0,,4.0,,,,,1.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,
coasting,2.0,2.0,,,2.0,,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siege,16.0,1.0,,,,,,,,2.0,1.0,1.0,5.0,2.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
musket,2.0,,1.0,,1.0,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
comrades,9.0,,,,,,,,,3.0,4.0,,4.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
hurdle,6.0,1.0,,1.0,1.0,,,,,2.0,1.0,,1.0,,,,1.0,,,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
duet,19.0,,9.0,19.0,1.0,,2.0,2.0,,3.0,2.0,,2.0,13.0,,,1.0,6.0,2.0,1.0,1.0,,,,,,,1.0,2.0,,,5.0,,,,,,,,,,,,,,
lulu,3.0,,1.0,14.0,,,13.0,13.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
rices,3.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plagued,7.0,1.0,2.0,1.0,,,,,,3.0,2.0,,10.0,,7.0,,,1.0,1.0,,6.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
railed,4.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versatile,2.0,1.0,,1.0,,,,,,6.0,8.0,,,,,,,1.0,,,,1.0,,,,,1.0,2.0,,,1.0,,4.0,,,,,,,,,,,,,
gratefully,4.0,,,3.0,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unimagined,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
punt,9.0,,1.0,,,,,,1.0,5.0,5.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scented,10.0,5.0,2.0,1.0,3.0,,,,,4.0,3.0,,6.0,,1.0,,1.0,,,,,,,,,,,1.0,3.0,,,,,,,1.0,,,,,,,,,,
rosy,33.0,5.0,22.0,3.0,7.0,,5.0,2.0,,1.0,4.0,,2.0,5.0,,,1.0,,,3.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,
perseverance,4.0,,2.0,1.0,,,,,1.0,,,,4.0,,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
hosanna,17.0,,5.0,1.0,,,,,,,1.0,,,,,,,,10.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
tropical,24.0,4.0,16.0,6.0,,,1.0,,,6.0,7.0,,2.0,5.0,,,2.0,2.0,3.0,10.0,,,,,,,,,,,8.0,,1.0,1.0,,,,,,,,,,,,
souvenir,23.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,2.0,3.0,,1.0,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,
withdrew,3.0,1.0,1.0,,,,,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invention,14.0,5.0,3.0,,1.0,,1.0,,,2.0,1.0,,1.0,,,,,,,3.0,,,,,,,,3.0,,,,1.0,,,,,1.0,,,,,,,,,
mistrial,16.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smarts,4.0,2.0,5.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple,9.0,2.0,2.0,1.0,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
dooryard,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ripening,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billowing,7.0,,1.0,1.0,,,,,,,,,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
peons,8.0,,,,,,,,,4.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dismissible,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idiocy,22.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deprivation,16.0,,,,,,,,,1.0,1.0,,9.0,,2.0,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,
flagellation,4.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armpit,7.0,,1.0,1.0,,,,,,2.0,3.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vulva,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collarbone,4.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
nightie,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
squeaking,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latex,4.0,,2.0,,,,,,2.0,8.0,9.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
tincture,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bathrobe,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
histrionics,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convalesce,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascist,35.0,9.0,1.0,,,,,,5.0,1.0,,1.0,12.0,,13.0,,,,,1.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
bipeds,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unappreciated,4.0,,1.0,,,,,,,1.0,11.0,,1.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetylene,5.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serum,2.0,,,,,,,,,2.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
permafrost,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uncaught,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twelves,1.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
whelming,2.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swaps,3.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bullhorn,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crackles,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tackles,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
blackguards,3.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shanty,8.0,,,,1.0,,,,,3.0,3.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,
ensues,1.0,2.0,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vindicate,9.0,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleans,13.0,1.0,2.0,1.0,1.0,,,,1.0,3.0,3.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,3.0,,,2.0,,,,,,1.0,,,,,,,,
scrubbing,9.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,
parsley,12.0,1.0,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
sage,25.0,4.0,5.0,,5.0,,,,,1.0,,,7.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
rosemary,47.0,1.0,1.0,,4.0,,,,,,,,5.0,,,,,,,,,,,,3.0,,,1.0,5.0,,,,,,,,,,,,,,,,,
thyme,22.0,4.0,5.0,3.0,16.0,,,,,3.0,3.0,,5.0,,,,,,2.0,4.0,,,,,5.0,,,1.0,5.0,,1.0,,,,,,,,,,,,,,,
cambric,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
needlework,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
acre,10.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,4.0,,2.0,4.0,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,
peppercorn,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distract,25.0,7.0,6.0,,,1.0,1.0,,,4.0,13.0,,3.0,,1.0,,,11.0,1.0,2.0,,,,3.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
lees,6.0,,3.0,2.0,,,,,,7.0,4.0,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
hardwood,21.0,3.0,5.0,1.0,2.0,,,,,4.0,3.0,,,5.0,,,17.0,,,1.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,
neighborhoods,5.0,,2.0,1.0,,,,,,8.0,9.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
reader,16.0,7.0,4.0,1.0,,6.0,1.0,2.0,,5.0,5.0,,,,,,,1.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
reunited,19.0,4.0,2.0,10.0,3.0,,,,1.0,10.0,11.0,,5.0,,1.0,,,10.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
123456789,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
populated,1.0,1.0,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shouldn’t,10.0,3.0,2.0,2.0,,1.0,1.0,,,,5.0,,1.0,,,1.0,,3.0,2.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,
garden’s,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delirium,11.0,13.0,1.0,,,,,,9.0,1.0,3.0,,3.0,,1.0,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
mania,4.0,,1.0,,,,,,1.0,2.0,1.0,,5.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
unzip,3.0,1.0,10.0,,1.0,,,,,2.0,2.0,,,,,,,,,1.0,,,,,,1.0,7.0,7.0,,,,,,,,,,,,,,,,,,
unbraid,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wantonness,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unfreeze,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braced,5.0,,2.0,2.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
dehumanized,13.0,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
rinsed,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,
derision,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
tenacious,22.0,,,,,,,,,1.0,2.0,,11.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
prevents,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
declining,7.0,,,,,,,,1.0,2.0,2.0,,5.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
gel,2.0,2.0,3.0,,1.0,,,,,4.0,4.0,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
pimpernel,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gargle,2.0,,2.0,,,,,,,4.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deactivated,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kilometers,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
agitator,7.0,2.0,,,,,,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alleviated,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samurai,9.0,,3.0,,,,,,,7.0,3.0,,5.0,,,,,,,4.0,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,
snitches,1.0,,5.0,,,,,,,30.0,27.0,,,,1.0,,,7.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
overheated,1.0,,2.0,1.0,,,,,,5.0,5.0,,5.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
promote,7.0,1.0,,,,,,,1.0,9.0,7.0,,2.0,,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
finely,4.0,2.0,5.0,5.0,1.0,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
scripted,4.0,,2.0,2.0,,,,,,3.0,3.0,,1.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
gunshot,15.0,2.0,7.0,1.0,2.0,,,,1.0,25.0,33.0,,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,2.0,,,12.0,,,,,,,2.0,,,,,,
ignited,7.0,2.0,6.0,,2.0,,,,,4.0,3.0,,1.0,2.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
capt,10.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whippings,4.0,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uncoil,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweethearts,4.0,1.0,5.0,4.0,3.0,,1.0,1.0,,2.0,,,,8.0,,4.0,,4.0,2.0,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
mince,3.0,,4.0,1.0,1.0,,,,,2.0,2.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
flops,3.0,7.0,5.0,,,,,,,6.0,5.0,,,2.0,,,,2.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
cutie,8.0,2.0,28.0,7.0,1.0,,1.0,2.0,,35.0,34.0,,1.0,1.0,,1.0,1.0,20.0,,4.0,,6.0,,,5.0,,1.0,7.0,,,,6.0,1.0,,,,,,,,,,,,,
oops,25.0,11.0,48.0,2.0,,,1.0,1.0,,20.0,17.0,,,,,8.0,1.0,51.0,46.0,24.0,2.0,46.0,,,,,1.0,10.0,,,,2.0,,,,,,,,,,,,,,
shim,1.0,,,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whistled,1.0,,2.0,3.0,,,,,,1.0,1.0,,,5.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,
dearie,11.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
onions,3.0,2.0,7.0,,,,,,,2.0,3.0,,,,,,,1.0,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
valet,2.0,3.0,7.0,,,,,,,18.0,21.0,,,,,,,12.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
rendezvous,20.0,,28.0,8.0,3.0,,3.0,1.0,,3.0,3.0,,2.0,1.0,,2.0,2.0,16.0,1.0,18.0,,2.0,,,,,2.0,4.0,8.0,,16.0,1.0,4.0,,,,,,,,,,,,,
nullify,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
stationary,3.0,1.0,,,1.0,,,,,,1.0,,2.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
custody,7.0,1.0,,,1.0,,,,,5.0,4.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frenzy,19.0,2.0,3.0,,,,1.0,,,10.0,10.0,,11.0,,2.0,,8.0,7.0,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,2.0,,,,,,,,
dour,3.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
bower,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
aborted,4.0,,1.0,,,,,,,4.0,3.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
mutants,3.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
plowed,6.0,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
unplanned,2.0,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
obedience,3.0,1.0,,,,,,,,1.0,,,2.0,,,,1.0,,2.0,,,,,,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,
brash,15.0,2.0,3.0,2.0,,,,,,,1.0,,1.0,,,,,,,2.0,1.0,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,
disposable,4.0,,2.0,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
intentional,4.0,1.0,7.0,2.0,,,1.0,1.0,1.0,2.0,14.0,,,,,,,,12.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
incapable,10.0,4.0,3.0,2.0,2.0,,,,,3.0,2.0,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
rescuing,2.0,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inflammation,1.0,,2.0,,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
stillborn,6.0,2.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hallucinations,4.0,,7.0,,,,,,,2.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
hellish,9.0,,5.0,3.0,,1.0,,,,1.0,1.0,2.0,9.0,,,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,
bloodletting,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
selecting,1.0,1.0,2.0,,,,1.0,,,,,1.0,3.0,,,,,,,1.0,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
clot,1.0,1.0,,,,,,,,7.0,5.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transfigure,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
daring,13.0,3.0,9.0,3.0,2.0,,3.0,1.0,2.0,3.0,2.0,,3.0,,,,,1.0,1.0,2.0,,,,,1.0,,,,1.0,,,4.0,,1.0,,,,,,,,,,,,
typed,3.0,,1.0,1.0,,,,,,6.0,5.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
bewitchment,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ugliest,25.0,,,,4.0,,,,,1.0,2.0,,11.0,4.0,7.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
parody,3.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
swagger,7.0,,32.0,2.0,,,,,,41.0,41.0,,1.0,3.0,,,,25.0,,10.0,,,,1.0,,,2.0,8.0,,2.0,,1.0,1.0,,,,,,,2.0,,,,,,
sodomites,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
overstretched,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feigns,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leans,5.0,2.0,,3.0,2.0,,,,,4.0,4.0,,2.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissored,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gizzard,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maintains,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panzers,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perversions,2.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,
diversions,1.0,,,1.0,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digger,25.0,11.0,5.0,,,,,,,21.0,23.0,,106.0,,,,2.0,6.0,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,
boreal,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
consummated,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glower,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stanzas,3.0,,,,1.0,,,,,1.0,1.0,,3.0,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
1988,4.0,1.0,2.0,,,,,,,3.0,3.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1019,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session,11.0,13.0,4.0,1.0,1.0,,2.0,,,25.0,30.0,,4.0,,,,1.0,9.0,2.0,2.0,1.0,2.0,,,,,1.0,2.0,,1.0,,1.0,4.0,1.0,,,,,,,,,,,,
carper,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderation,4.0,,3.0,1.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
negotiate,5.0,1.0,6.0,,1.0,,,,1.0,6.0,6.0,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
mutating,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conspiring,4.0,1.0,,,1.0,,,,2.0,,,,6.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stealth,8.0,1.0,1.0,,1.0,,,,1.0,5.0,5.0,,5.0,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,
peril,6.0,1.0,3.0,,,,,,1.0,2.0,2.0,,4.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
scourging,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incision,11.0,,,,,,,,,1.0,2.0,,9.0,,1.0,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
premium,5.0,,1.0,,4.0,,,,,4.0,3.0,,1.0,,,,,1.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,
centenary,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
postmarked,10.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
executor,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rots,5.0,1.0,,,1.0,,,1.0,,3.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phobia,6.0,,1.0,,,,,,,3.0,3.0,,3.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
vacate,2.0,,,,,,,,,6.0,6.0,,,,,,,2.0,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
comeback,18.0,11.0,5.0,2.0,,,,,,14.0,9.0,,11.0,5.0,,,,1.0,,1.0,1.0,,,,,,,,,,,11.0,,,,,,,,1.0,,,,,,
compress,5.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
wrest,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
bytes,3.0,,1.0,,,,,,,2.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
